DATE	DAILY_ENTRIES
2016-10-01	3421071.0
2016-10-02	2779879.0
2016-10-03	5120692.0
2016-10-04	5489971.0
2016-10-05	6330254.0
2016-10-06	6376062.0
2016-10-07	6273504.0
2016-10-08	3608524.0
2016-10-09	2646520.0
2016-10-10	4603259.0
2016-10-11	5948523.0
2016-10-12	5413944.0
2016-10-13	6297367.0
2016-10-14	6315676.0
2016-10-15	3652112.0
2016-10-16	2906343.0
2016-10-17	5808893.0
2016-10-18	6150645.0
2016-10-19	6369780.0
2016-10-20	6320560.0
2016-10-21	6092939.0
2016-10-22	3533169.0
2016-10-23	2927062.0
2016-10-24	5881378.0
2016-10-25	6274121.0
2016-10-26	6384720.0
2016-10-27	6356150.0
2016-10-28	6272578.0
2016-10-29	3679454.0
2016-10-30	2915115.0
2016-10-31	5821606.0
2016-11-01	6319000.0
2016-11-02	6364269.0
2016-11-03	6321446.0
2016-11-04	6379544.0
2016-11-05	3826332.0
2016-11-06	3473016.0
2016-11-07	6065882.0
2016-11-08	5804666.0
2016-11-09	6172574.0
2016-11-10	6383507.0
2016-11-11	5490526.0
2016-11-12	3752250.0
2016-11-13	2853233.0
2016-11-14	5987974.0
2016-11-15	6082296.0
2016-11-16	6388429.0
2016-11-17	6444130.0
2016-11-18	6297343.0
2016-11-19	3736854.0
2016-11-20	2722862.0
2016-11-21	5986999.0
2016-11-22	6231579.0
2016-11-23	5885769.0
2016-11-24	2383633.0
2016-11-25	3626034.0
2016-11-26	3088973.0
2016-11-27	2645557.0
2016-11-28	5908697.0
2016-11-29	6065906.0
2016-11-30	6147399.0
2016-12-01	6350716.0
2016-12-02	6286351.0
2016-12-03	3860104.0
2016-12-04	2953593.0
2016-12-05	6037621.0
2016-12-06	6330000.0
2016-12-07	6325852.0
2016-12-08	6427591.0
2016-12-09	6328020.0
2016-12-10	3963634.0
2016-12-11	2930739.0
2016-12-12	5920431.0
2016-12-13	6217517.0
2016-12-14	6419760.0
2016-12-15	6200995.0
2016-12-16	6110641.0
2016-12-17	3538427.0
2016-12-18	2945605.0
2016-12-19	5903045.0
2016-12-20	6090803.0
2016-12-21	6081559.0
2016-12-22	5798369.0
2016-12-23	5240841.0
2016-12-24	2726286.0
2016-12-25	1925093.0
2016-12-26	2852252.0
2016-12-27	4793405.0
2016-12-28	5122335.0
2016-12-29	4779523.0
2016-12-30	5026419.0
