DATE	DAILY_ENTRIES
2020-12-27	720016.0
2020-12-28	1434684.0
2020-12-29	1567436.0
2020-12-30	1506525.0
2020-12-31	1234398.0
2021-01-01	607330.0
2021-01-02	918036.0
2021-01-03	640349.0
2021-01-04	1545363.0
2021-01-05	1533211.0
2021-01-06	1547639.0
2021-01-07	1536597.0
2021-01-08	1603185.0
2021-01-09	935198.0
2021-01-10	714088.0
2021-01-11	1494438.0
2021-01-12	1553529.0
2021-01-13	1707897.0
2021-01-14	1584063.0
2021-01-15	1526562.0
2021-01-16	942181.0
2021-01-17	747342.0
2021-01-18	1185483.0
2021-01-19	1561931.0
2021-01-20	1499868.0
2021-01-21	1572256.0
2021-01-22	1602038.0
2021-01-23	999802.0
2021-01-24	750403.0
2021-01-25	1687740.0
2021-01-26	1538094.0
2021-01-27	1562004.0
2021-01-28	1612464.0
2021-01-29	1573926.0
2021-01-30	864431.0
2021-01-31	668465.0
2021-02-01	584784.0
2021-02-02	913237.0
2021-02-03	1595486.0
2021-02-04	1658253.0
2021-02-05	1613108.0
2021-02-06	1044145.0
2021-02-07	606287.0
2021-02-08	1519930.0
2021-02-09	1556316.0
2021-02-10	1629397.0
2021-02-11	1606941.0
2021-02-12	1548322.0
2021-02-13	1019220.0
2021-02-14	765597.0
2021-02-15	1119751.0
2021-02-16	1510977.0
2021-02-17	1617141.0
2021-02-18	1293528.0
2021-02-19	1452603.0
2021-02-20	1008583.0
2021-02-21	758647.0
2021-02-22	1484001.0
2021-02-23	1608512.0
2021-02-24	1682881.0
2021-02-25	1669777.0
2021-02-26	1719599.0
2021-02-27	969711.0
2021-02-28	784087.0
2021-03-01	1617827.0
2021-03-02	1625041.0
2021-03-03	1701977.0
2021-03-04	1673337.0
2021-03-05	1680420.0
2021-03-06	1053366.0
2021-03-07	802469.0
2021-03-08	1582272.0
2021-03-09	1743043.0
2021-03-10	1716148.0
2021-03-11	1738346.0
2021-03-12	1732371.0
2021-03-13	1122513.0
2021-03-14	795625.0
2021-03-15	1573827.0
2021-03-16	1784299.0
2021-03-17	1702494.0
2021-03-18	1640854.0
2021-03-19	1699918.0
2021-03-20	1155057.0
2021-03-21	972462.0
2021-03-22	1638937.0
2021-03-23	1716318.0
2021-03-24	1695936.0
2021-03-25	1747699.0
2021-03-26	1728599.0
2021-03-27	1217668.0
2021-03-28	758945.0
2021-03-29	1560686.0
2021-03-30	1708949.0
2021-03-31	1659168.0
2021-04-01	1668088.0
2021-04-02	1601216.0
2021-04-03	1154245.0
2021-04-04	876246.0
2021-04-05	1642437.0
2021-04-06	1850327.0
2021-04-07	1797079.0
2021-04-08	1824382.0
2021-04-09	1812472.0
2021-04-10	1336907.0
2021-04-11	911748.0
2021-04-12	1651374.0
2021-04-13	1841215.0
2021-04-14	1841522.0
2021-04-15	1748868.0
2021-04-16	1861570.0
2021-04-17	1252650.0
2021-04-18	961963.0
2021-04-19	1717822.0
2021-04-20	1850173.0
2021-04-21	1857471.0
2021-04-22	1920183.0
2021-04-23	1855650.0
2021-04-24	1300951.0
2021-04-25	909206.0
2021-04-26	1748770.0
2021-04-27	1897250.0
2021-04-28	1912174.0
2021-04-29	1830931.0
2021-04-30	1919904.0
2021-05-01	1331834.0
2021-05-02	1003161.0
2021-05-03	1898807.0
2021-05-04	1891382.0
2021-05-05	2152524.0
2021-05-06	1943271.0
2021-05-07	1956382.0
2021-05-08	1372449.0
2021-05-09	972027.0
2021-05-10	1759946.0
2021-05-11	1909664.0
2021-05-12	1964361.0
2021-05-13	1903211.0
2021-05-14	2034591.0
2021-05-15	1386992.0
2021-05-16	1054068.0
2021-05-17	1787638.0
2021-05-18	1898963.0
2021-05-19	2001007.0
2021-05-20	2028478.0
2021-05-21	2012668.0
2021-05-22	1390945.0
2021-05-23	1092902.0
2021-05-24	2097254.0
2021-05-25	2026390.0
2021-05-26	2092519.0
2021-05-27	2079241.0
2021-05-28	1980070.0
2021-05-29	1175311.0
2021-05-30	917467.0
2021-05-31	1182820.0
2021-06-01	1986166.0
2021-06-02	2059315.0
2021-06-03	1980816.0
2021-06-04	1975359.0
2021-06-05	1544035.0
2021-06-06	1170713.0
2021-06-07	1943939.0
2021-06-08	2122546.0
2021-06-09	2063378.0
2021-06-10	2186484.0
2021-06-11	2153576.0
2021-06-12	1491685.0
2021-06-13	1237954.0
2021-06-14	2049869.0
2021-06-15	2199313.0
2021-06-16	2187541.0
2021-06-17	2219469.0
2021-06-18	2391711.0
2021-06-19	1553631.0
2021-06-20	1230296.0
2021-06-21	2021437.0
2021-06-22	2080110.0
2021-06-23	2192832.0
2021-06-24	2233154.0
2021-06-25	2290882.0
2021-06-26	1522569.0
2021-06-27	1318843.0
2021-06-28	1949921.0
2021-06-29	2042341.0
2021-06-30	2064687.0
2021-07-01	1988303.0
2021-07-02	1935102.0
2021-07-03	1291090.0
2021-07-04	1156903.0
2021-07-05	1317870.0
2021-07-06	2098841.0
2021-07-07	2087780.0
2021-07-08	2111321.0
2021-07-09	2020613.0
2021-07-10	1529212.0
2021-07-11	1135645.0
2021-07-12	2031209.0
2021-07-13	2088267.0
2021-07-14	2150406.0
2021-07-15	2262568.0
2021-07-16	2163980.0
2021-07-17	1439548.0
2021-07-18	1236230.0
2021-07-19	1988749.0
2021-07-20	2076406.0
2021-07-21	2171661.0
2021-07-22	2181548.0
2021-07-23	2132824.0
2021-07-24	1504666.0
2021-07-25	1189295.0
2021-07-26	2030764.0
2021-07-27	2114641.0
2021-07-28	2144255.0
2021-07-29	2083719.0
2021-07-30	2112482.0
2021-07-31	1551908.0
2021-08-01	1226698.0
2021-08-02	2010526.0
2021-08-03	2143951.0
2021-08-04	2151164.0
2021-08-05	2166674.0
2021-08-06	2095660.0
2021-08-07	1446114.0
2021-08-08	1169709.0
2021-08-09	1940280.0
2021-08-10	2072838.0
2021-08-11	2119974.0
2021-08-12	2069349.0
2021-08-13	2029791.0
2021-08-14	1390668.0
2021-08-15	1171793.0
2021-08-16	2007738.0
2021-08-17	2053986.0
2021-08-18	2063406.0
2021-08-19	2157702.0
2021-08-20	2073532.0
2021-08-21	1486964.0
2021-08-22	692709.0
2021-08-23	1695765.0
2021-08-24	2042217.0
2021-08-25	2086956.0
2021-08-26	2159405.0
2021-08-27	2031768.0
2021-08-28	1365184.0
2021-08-29	1203268.0
2021-08-30	1952288.0
2021-08-31	2094601.0
2021-09-01	1974253.0
2021-09-02	1415411.0
2021-09-03	1974987.0
2021-09-04	1434943.0
2021-09-05	1209871.0
2021-09-06	1379950.0
2021-09-07	1988460.0
2021-09-08	2310897.0
2021-09-09	2206928.0
2021-09-10	2309801.0
2021-09-11	1598725.0
2021-09-12	1288103.0
2021-09-13	2438401.0
2021-09-14	2573943.0
2021-09-15	2505150.0
2021-09-16	2131974.0
2021-09-17	2482865.0
2021-09-18	1594064.0
2021-09-19	1356131.0
2021-09-20	2460894.0
2021-09-21	2615591.0
2021-09-22	2550720.0
2021-09-23	2615395.0
2021-09-24	2528813.0
2021-09-25	1655477.0
2021-09-26	1403451.0
2021-09-27	2420585.0
2021-09-28	2469088.0
2021-09-29	2652174.0
2021-09-30	2654841.0
2021-10-01	2641690.0
2021-10-02	1609668.0
2021-10-03	1276390.0
2021-10-04	2471466.0
2021-10-05	2613382.0
2021-10-06	2713564.0
2021-10-07	2669043.0
2021-10-08	2632983.0
2021-10-09	1611254.0
2021-10-10	1204699.0
2021-10-11	1896614.0
2021-10-12	2593598.0
2021-10-13	2740318.0
2021-10-14	2760637.0
2021-10-15	2649134.0
2021-10-16	1593702.0
2021-10-17	1377793.0
2021-10-18	2586356.0
2021-10-19	2703499.0
2021-10-20	2758114.0
2021-10-21	2768443.0
2021-10-22	2680112.0
2021-10-23	1594655.0
2021-10-24	1284755.0
2021-10-25	2630891.0
2021-10-26	2241203.0
2021-10-27	2691400.0
2021-10-28	2918429.0
2021-10-29	2744519.0
2021-10-30	1518806.0
2021-10-31	1320471.0
2021-11-01	2536239.0
2021-11-02	2474250.0
2021-11-03	2933478.0
2021-11-04	2873732.0
2021-11-05	2659722.0
2021-11-06	1708181.0
2021-11-07	1493570.0
2021-11-08	2630114.0
2021-11-09	2766599.0
2021-11-10	2755055.0
2021-11-11	2405389.0
2021-11-12	2541153.0
2021-11-13	1666418.0
2021-11-14	1299341.0
2021-11-15	2797895.0
2021-11-16	2732167.0
2021-11-17	2752327.0
2021-11-18	2800986.0
2021-11-19	2804381.0
2021-11-20	1896160.0
2021-11-21	1307500.0
2021-11-22	2676046.0
2021-11-23	2694450.0
2021-11-24	2524097.0
2021-11-25	1136171.0
2021-11-26	1634614.0
2021-11-27	1435951.0
2021-11-28	1144124.0
2021-11-29	2452378.0
2021-11-30	2626731.0
2021-12-01	2703731.0
2021-12-02	2727578.0
2021-12-03	2674944.0
2021-12-04	1755390.0
2021-12-05	1334082.0
2021-12-06	2557170.0
2021-12-07	2753674.0
2021-12-08	2756795.0
2021-12-09	2782853.0
2021-12-10	2713888.0
2021-12-11	1701967.0
2021-12-12	1376001.0
2021-12-13	2527462.0
2021-12-14	2743369.0
2021-12-15	2651428.0
2021-12-16	2659563.0
2021-12-17	2531062.0
2021-12-18	1594187.0
2021-12-19	1239657.0
2021-12-20	2243762.0
2021-12-21	2270654.0
2021-12-22	2270207.0
2021-12-23	2055967.0
2021-12-24	1324469.0
